0.0000000000e+00	1.0000000000e+00	946865	1.0440428109e+03
1.0000000000e+00	2.1067993665e-05
2.0000000000e+00	4.3758315479e-07
3.0000000000e+00	8.5826310356e-06
4.0000000000e+00	8.3072952259e-06
5.0000000000e+00	4.2538571556e-06
6.0000000000e+00	2.1162377654e-06
7.0000000000e+00	7.7164662760e-06
8.0000000000e+00	3.4327841387e-06
9.0000000000e+00	6.7772396608e-06
1.0000000000e+01	5.5474405583e-06
1.1000000000e+01	3.6990425509e-06
1.2000000000e+01	1.0978396884e-06
1.3000000000e+01	3.9263800869e-06
1.4000000000e+01	2.2182866057e-06
1.5000000000e+01	3.9663687255e-07
1.6000000000e+01	3.9025525785e-06
1.7000000000e+01	1.1221284861e-06
1.8000000000e+01	7.1189951874e-07
1.9000000000e+01	5.6402783237e-07
2.0000000000e+01	4.5091709156e-08
2.1000000000e+01	9.5258264148e-07
2.2000000000e+01	1.1922862544e-07
2.3000000000e+01	3.1145802976e-06
2.4000000000e+01	1.0187484429e-06
2.5000000000e+01	2.8347531706e-07
2.6000000000e+01	1.2020978544e-06
2.7000000000e+01	7.9406356641e-07
2.8000000000e+01	5.3970060790e-07
2.9000000000e+01	7.5351603980e-07
3.0000000000e+01	3.0884877891e-07
3.1000000000e+01	2.6017461310e-06
3.2000000000e+01	5.4700283197e-07
3.3000000000e+01	1.5010826388e-07
3.4000000000e+01	1.2023732285e-07
3.5000000000e+01	7.8397606389e-07
3.6000000000e+01	8.7294924609e-07
3.7000000000e+01	1.3696159406e-06
3.8000000000e+01	1.3535097375e-07
3.9000000000e+01	1.3098733883e-06
4.0000000000e+01	3.8041489509e-07
4.1000000000e+01	4.0087333452e-07
4.2000000000e+01	1.2078959667e-06
4.3000000000e+01	1.2954627988e-06
4.4000000000e+01	1.1406745421e-06
4.5000000000e+01	1.7960171321e-06
4.6000000000e+01	7.0673257365e-07
4.7000000000e+01	3.2937198864e-07
4.8000000000e+01	6.4969756502e-07
4.9000000000e+01	2.5398490569e-06
5.0000000000e+01	3.6387738132e-07
5.1000000000e+01	5.0462035599e-07
5.2000000000e+01	1.9203777915e-06
5.3000000000e+01	1.0751005543e-06
5.4000000000e+01	1.4612930144e-07
5.5000000000e+01	2.9619404693e-07
5.6000000000e+01	1.1566186028e-07
5.7000000000e+01	9.6400807123e-07
5.8000000000e+01	3.1289815525e-08
5.9000000000e+01	3.8316791854e-05
6.0000000000e+01	1.0238700708e-04
6.1000000000e+01	1.3669270115e-06
6.2000000000e+01	2.2854004742e-06
6.3000000000e+01	3.3620291363e-06
6.4000000000e+01	3.6767831950e-06
6.5000000000e+01	3.4752324272e-07
6.6000000000e+01	1.9744775603e-06
6.7000000000e+01	1.4806918583e-07
6.8000000000e+01	6.1815416297e-08
6.9000000000e+01	2.1068998581e-06
7.0000000000e+01	1.9150638472e-07
7.1000000000e+01	9.8866261828e-07
7.2000000000e+01	1.7480170036e-06
7.3000000000e+01	3.6087364620e-07
7.4000000000e+01	1.1365231396e-06
7.5000000000e+01	4.7402759182e-07
7.6000000000e+01	1.5643047218e-06
7.7000000000e+01	2.1883437379e-07
7.8000000000e+01	1.7472617613e-06
7.9000000000e+01	9.7275831349e-08
8.0000000000e+01	1.0574648109e-06
8.1000000000e+01	1.4244661105e-07
8.2000000000e+01	2.7235172317e-07
8.3000000000e+01	4.0208474965e-06
8.4000000000e+01	1.0959731935e-06
8.5000000000e+01	2.0909677291e-06
8.6000000000e+01	1.0771066143e-07
8.7000000000e+01	1.8355048953e-06
8.8000000000e+01	3.3499210066e-07
8.9000000000e+01	1.7983462914e-06
9.0000000000e+01	1.7294322142e-06
9.1000000000e+01	5.2704998648e-07
9.2000000000e+01	4.1186230387e-07
9.3000000000e+01	3.2232912214e-07
9.4000000000e+01	9.7022986068e-07
9.5000000000e+01	1.2412590448e-06
9.6000000000e+01	1.2190305539e-06
9.7000000000e+01	8.9240552615e-07
9.8000000000e+01	5.5586513744e-07
9.9000000000e+01	4.0830268241e-07
1.0000000000e+02	5.3788557336e-07
1.0100000000e+02	3.8152232459e-06
1.0200000000e+02	2.7891916755e-07
1.0300000000e+02	7.0985674789e-07
1.0400000000e+02	3.9904785698e-07
1.0500000000e+02	2.8904529729e-07
1.0600000000e+02	2.1613602463e-07
1.0700000000e+02	4.9640631256e-07
1.0800000000e+02	9.1915506411e-09
1.0900000000e+02	2.5077284153e-06
1.1000000000e+02	4.8388481830e-07
1.1100000000e+02	4.9464158549e-07
1.1200000000e+02	2.0599123405e-06
1.1300000000e+02	1.2655092795e-06
1.1400000000e+02	1.0855333741e-06
1.1500000000e+02	3.1593040359e-07
1.1600000000e+02	1.5663459798e-06
1.1700000000e+02	6.0386105398e-08
1.1800000000e+02	1.3766294185e-07
1.1900000000e+02	2.8205846675e-06
1.2000000000e+02	2.3128132217e-04
1.2100000000e+02	5.0725772052e-06
1.2200000000e+02	3.5367228509e-06
1.2300000000e+02	3.1241119601e-07
1.2400000000e+02	1.0809478793e-06
1.2500000000e+02	7.0305050679e-06
1.2600000000e+02	2.3947770705e-06
1.2700000000e+02	8.1829484435e-07
1.2800000000e+02	1.9920968168e-08
1.2900000000e+02	1.0695158899e-08
1.3000000000e+02	2.1003019213e-07
1.3100000000e+02	1.7633944028e-06
1.3200000000e+02	1.3764236040e-07
1.3300000000e+02	2.7590416284e-06
1.3400000000e+02	2.9897739835e-07
1.3500000000e+02	2.9274075351e-07
1.3600000000e+02	6.9366160712e-07
1.3700000000e+02	7.8145068458e-07
1.3800000000e+02	7.6503031529e-07
1.3900000000e+02	7.5685005944e-07
1.4000000000e+02	1.7050031202e-06
1.4100000000e+02	2.4533270587e-06
1.4200000000e+02	1.1999178381e-06
1.4300000000e+02	2.2879681897e-07
1.4400000000e+02	3.0987051708e-07
1.4500000000e+02	1.0051709298e-07
1.4600000000e+02	2.6345726394e-07
1.4700000000e+02	4.5529753463e-08
